0,18.6252515,1324.475998,4283.016982,6119.85836,6574.14859,84479.47579,12336.10635,12031.21303,11776.13491,11283.32138,11309.76903,10934.94537,10876.52476,10757.43772,10647.96288,10866.35621,10912.34145,11174.9371,11125.13143,12933.68895,30419.03204,31782.64452,34470.31039,38482.23915,30983.10349,8412.956212,11136.52575,11479.08582,11503.01936
18.6252515,0,1328.62019,4288.660453,6126.552106,6581.483558,84485.37401,12343.14036,12037.99156,11782.39094,11288.22842,11314.65405,10939.00032,10878.59807,10758.36209,10648.14081,10865.23349,10911.18738,11171.51625,11118.10309,12919.38644,30400.8653,31764.42527,34451.68616,38463.6161,30964.48146,8417.465267,11118.97544,11461.14653,11485.08796
1324.475998,1328.62019,0,2965.99092,4813.990206,5278.187661,83162.35224,11032.75797,10724.39204,10463.16121,9960.593874,9986.95348,9610.470298,9560.643313,9454.391664,9356.299714,9599.90576,9646.553703,9970.146196,10064.18557,12381.35173,30441.57022,31821.36019,34793.61915,38809.3497,31319.43111,7089.008091,11051.68505,11483.35636,11505.05638
4283.016982,4288.660453,2965.99092,0,1862.703736,2349.021655,80197.06203,8074.466397,7762.665917,7497.486787,7005.812081,7032.593917,6678.583428,6726.171899,6704.0413,6671.451165,7038.24206,7087.116301,7669.487785,8296.149268,11983.58637,31070.7432,32476.95174,36032.9844,40040.98681,32601.86218,4146.841457,11789.58675,12386.72682,12402.96037
6119.85836,6126.552106,4813.990206,1862.703736,0,512.1557732,78366.02434,6218.767917,5911.548699,5660.064912,5230.351854,5258.243126,4963.816392,5191.092503,5299.465795,5361.39272,5872.932126,5922.325122,6771.197337,7870.951848,12395.56115,31877.38733,33293.27164,37159.69332,41154.98473,33760.20961,2456.225865,12841.02319,13506.79351,13520.0256
6574.14859,6581.483558,5278.187661,2349.021655,512.1557732,0,77928.90476,5763.970061,5464.342893,5230.205929,4855.917721,4884.477022,4633.110692,4959.456293,5128.771358,5231.24765,5794.039878,5842.965638,6776.941736,8009.749569,12714.66808,32258.53953,33675.89671,37599.51878,41591.98354,34206.05151,2189.664059,13280.29581,13956.08399,13968.8319
12656.95952,12664.39374,11359.74036,8408.943848,6548.412342,6083.093871,71879.82677,433.6174245,782.9353071,1211.183507,2201.634633,2198.345537,2830.80575,3924.689925,4601.358927,5044.111463,5759.142259,5774.362406,7133.084578,9342.435069,15345.16001,35059.24021,36480.08568,41285.71915,45199.53254,38026.79676,4577.70419,17424.04512,18218.35113,18223.30926
12336.10635,12343.14036,11032.75797,8074.466397,6218.767917,5763.970061,72173.3523,0,354.1644136,777.5694337,1770.759238,1768.25196,2399.669785,3503.863873,4182.109913,4624.412314,5346.69178,5363.056412,6726.913736,8928.319915,14921.91266,34644.50507,36065.66247,40856.42188,44771.60252,37595.7588,4184.88865,16990.6967,17785.33934,17790.26044
12031.21303,12037.99156,10724.39204,7762.665917,5911.548699,5464.342893,72465.55299,354.1644136,0,438.5558255,1442.980966,1443.033989,2069.070217,3194.109052,3873.961284,4314.90711,5047.982809,5066.056258,6436.039057,8624.840297,14603.09541,34337.80461,35759.37123,40525.80197,44443.70027,37261.21369,3841.400794,16642.86601,17436.35919,17441.38208
11776.13491,11782.39094,10463.16121,7497.486787,5660.064912,5230.205929,72705.9916,777.5694337,438.5558255,0,1004.895555,1005.586222,1630.516121,2760.417836,3440.494252,3880.680313,4618.229415,4637.152,6009.727048,8192.04999,14165.40586,33903.13294,35324.82834,40087.39219,44005.14974,36823.4028,3502.657357,16213.51288,17008.72967,17013.58625
